ou
"OU=Users,OU=601,OU=Manhattan,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=602,OU=Bronx,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=603,OU=New Jersey,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=604,OU=Manhattan,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=605,OU=Bronx,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=606,OU=Brooklyn,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=607,OU=Long Island,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=608,OU=Bronx,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=609,OU=Queens,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=610,OU=Manhattan,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=611,OU=Manhattan,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=612,OU=Long Island,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=613,OU=Brooklyn,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=614,OU=Long Island,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=616,OU=Long Island,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=618,OU=Bronx,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=619,OU=Manhattan,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=620,OU=Brooklyn,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=621,OU=Bronx,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=622,OU=Manhattan,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=623,OU=New Jersey,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=624,OU=Queens,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=625,OU=New Jersey,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=626,OU=New Jersey,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=627,OU=Brooklyn,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=628,OU=Brooklyn,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=629,OU=Queens,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=630,OU=Manhattan,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=631,OU=Long Island,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=632,OU=Bronx,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=634,OU=Manhattan,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=635,OU=Brooklyn,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=635,OU=Queens,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=636,OU=Bronx,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=637,OU=New Jersey,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=638,OU=Brooklyn,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=639,OU=New Jersey,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=640,OU=New Jersey,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=641,OU=Long Island,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
"OU=Users,OU=642,OU=Manhattan,OU=New York,OU=Clubs,OU=Locations,OU=[Company],DC=ad,DC=corp.example,DC=com"
